source,rankID,scientificNameID,acceptedNameUsageID,parentNameUsage,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,subclass,superorder,order,suborder,infraorder,parvorder,nanorder,superfamily,family,subfamily,tribe,subtribe,genus,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,canonicalName
,220,,,Chlorostilbon,,,,,Chlorostilbon alice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chlorostilbon,,,,,Chlorostilbon assimilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chlorostilbon,,,,,Chlorostilbon auriceps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chlorostilbon,,,,,Chlorostilbon bracei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,bracei,,,,,Chlorostilbon bracei bracei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,bracei,,,,,Chlorostilbon bracei elegans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chlorostilbon,,,,,Chlorostilbon canivetii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,canivetii,,,,,Chlorostilbon canivetii canivetii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,canivetii,,,,,Chlorostilbon canivetii osberti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,canivetii,,,,,Chlorostilbon canivetii salvini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chlorostilbon,,,,,Chlorostilbon forficatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chlorostilbon,,,,,Chlorostilbon gibsoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,gibsoni,,,,,Chlorostilbon gibsoni chrysogaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,gibsoni,,,,,Chlorostilbon gibsoni gibsoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,gibsoni,,,,,Chlorostilbon gibsoni nitens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chlorostilbon,,,,,Chlorostilbon lucidus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,lucidus,,,,,Chlorostilbon lucidus berlepschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,lucidus,,,,,Chlorostilbon lucidus igneus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,lucidus,,,,,Chlorostilbon lucidus lucidus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,lucidus,,,,,Chlorostilbon lucidus pucherani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chlorostilbon,,,,,Chlorostilbon maugaeus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chlorostilbon,,,,,Chlorostilbon melanorhynchus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,melanorhynchus,,,,,Chlorostilbon melanorhynchus melanorhynchus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,melanorhynchus,,,,,Chlorostilbon melanorhynchus pumilus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chlorostilbon,,,,,Chlorostilbon mellisugus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,mellisugus,,,,,Chlorostilbon mellisugus caribaeus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,mellisugus,,,,,Chlorostilbon mellisugus duidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,mellisugus,,,,,Chlorostilbon mellisugus mellisugus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,mellisugus,,,,,Chlorostilbon mellisugus peruanus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,mellisugus,,,,,Chlorostilbon mellisugus phoeopygus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,mellisugus,,,,,Chlorostilbon mellisugus subfurcatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chlorostilbon,,,,,Chlorostilbon olivaresi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chlorostilbon,,,,,Chlorostilbon poortmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,poortmani,,,,,Chlorostilbon poortmani euchloris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,poortmani,,,,,Chlorostilbon poortmani poortmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chlorostilbon,,,,,Chlorostilbon ricordii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chlorostilbon,,,,,Chlorostilbon russatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chlorostilbon,,,,,Chlorostilbon stenurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,stenurus,,,,,Chlorostilbon stenurus ignotus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,stenurus,,,,,Chlorostilbon stenurus stenurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chlorostilbon,,,,,Chlorostilbon swainsonii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chlorothraupis,,,,,Chlorothraupis carmioli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,carmioli,,,,,Chlorothraupis carmioli carmioli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,carmioli,,,,,Chlorothraupis carmioli frenata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,carmioli,,,,,Chlorothraupis carmioli lutescens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,carmioli,,,,,Chlorothraupis carmioli magnirostris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chlorothraupis,,,,,Chlorothraupis olivacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chlorothraupis,,,,,Chlorothraupis stolzmanni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,stolzmanni,,,,,Chlorothraupis stolzmanni dugandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,stolzmanni,,,,,Chlorothraupis stolzmanni stolzmanni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Cholornis,,,,,Cholornis paradoxa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,paradoxa,,,,,Cholornis paradoxa paradoxa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,paradoxa,,,,,Cholornis paradoxa taipaiensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Cholornis,,,,,Cholornis unicolor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chondestes,,,,,Chondestes grammacus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,grammacus,,,,,Chondestes grammacus grammacus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,grammacus,,,,,Chondestes grammacus strigatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chondrohierax,,,,,Chondrohierax uncinatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,uncinatus,,,,,Chondrohierax uncinatus mirus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,uncinatus,,,,,Chondrohierax uncinatus uncinatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,uncinatus,,,,,Chondrohierax uncinatus wilsonii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chordeiles,,,,,Chordeiles acutipennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,acutipennis,,,,,Chordeiles acutipennis acutipennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,acutipennis,,,,,Chordeiles acutipennis aequatorialis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,acutipennis,,,,,Chordeiles acutipennis crissalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,acutipennis,,,,,Chordeiles acutipennis exilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,acutipennis,,,,,Chordeiles acutipennis littoralis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,acutipennis,,,,,Chordeiles acutipennis micromeris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,acutipennis,,,,,Chordeiles acutipennis texensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chordeiles,,,,,Chordeiles gundlachii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,gundlachii,,,,,Chordeiles gundlachii gundlachii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,gundlachii,,,,,Chordeiles gundlachii vicinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chordeiles,,,,,Chordeiles minor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,minor,,,,,Chordeiles minor aserriensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,minor,,,,,Chordeiles minor chapmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,minor,,,,,Chordeiles minor henryi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,minor,,,,,Chordeiles minor hesperis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,minor,,,,,Chordeiles minor howelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,minor,,,,,Chordeiles minor minor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,minor,,,,,Chordeiles minor neotropicalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,minor,,,,,Chordeiles minor panamensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,minor,,,,,Chordeiles minor sennetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chordeiles,,,,,Chordeiles nacunda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,nacunda,,,,,Chordeiles nacunda coryi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,nacunda,,,,,Chordeiles nacunda nacunda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chordeiles,,,,,Chordeiles pusillus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,pusillus,,,,,Chordeiles pusillus esmeraldae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,pusillus,,,,,Chordeiles pusillus novaesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,pusillus,,,,,Chordeiles pusillus pusillus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,pusillus,,,,,Chordeiles pusillus saturatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,pusillus,,,,,Chordeiles pusillus septentrionalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,pusillus,,,,,Chordeiles pusillus xerophilus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chordeiles,,,,,Chordeiles rupestris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,rupestris,,,,,Chordeiles rupestris rupestris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,rupestris,,,,,Chordeiles rupestris xyostictus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chroicocephalus,,,,,Chroicocephalus brunnicephalus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chroicocephalus,,,,,Chroicocephalus bulleri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chroicocephalus,,,,,Chroicocephalus cirrocephalus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,cirrocephalus,,,,,Chroicocephalus cirrocephalus cirrocephalus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,cirrocephalus,,,,,Chroicocephalus cirrocephalus poiocephalus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chroicocephalus,,,,,Chroicocephalus genei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chroicocephalus,,,,,Chroicocephalus hartlaubii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chroicocephalus,,,,,Chroicocephalus maculipennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chroicocephalus,,,,,Chroicocephalus novaehollandiae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,novaehollandiae,,,,,Chroicocephalus novaehollandiae forsteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,novaehollandiae,,,,,Chroicocephalus novaehollandiae novaehollandiae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chroicocephalus,,,,,Chroicocephalus philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chroicocephalus,,,,,Chroicocephalus ridibundus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chroicocephalus,,,,,Chroicocephalus scopulinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chroicocephalus,,,,,Chroicocephalus serranus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysococcyx,,,,,Chrysococcyx basalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysococcyx,,,,,Chrysococcyx caprius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysococcyx,,,,,Chrysococcyx cupreus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,cupreus,,,,,Chrysococcyx cupreus cupreus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,cupreus,,,,,Chrysococcyx cupreus insularum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,cupreus,,,,,Chrysococcyx cupreus intermedius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysococcyx,,,,,Chrysococcyx flavigularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysococcyx,,,,,Chrysococcyx klaas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysococcyx,,,,,Chrysococcyx lucidus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,lucidus,,,,,Chrysococcyx lucidus harterti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,lucidus,,,,,Chrysococcyx lucidus layardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,lucidus,,,,,Chrysococcyx lucidus lucidus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,lucidus,,,,,Chrysococcyx lucidus plagosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysococcyx,,,,,Chrysococcyx maculatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysococcyx,,,,,Chrysococcyx megarhynchus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,megarhynchus,,,,,Chrysococcyx megarhynchus megarhynchus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,megarhynchus,,,,,Chrysococcyx megarhynchus sanfordi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysococcyx,,,,,Chrysococcyx meyerii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysococcyx,,,,,Chrysococcyx minutillus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,minutillus,,,,,Chrysococcyx minutillus aheneus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,minutillus,,,,,Chrysococcyx minutillus albifrons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,minutillus,,,,,Chrysococcyx minutillus barnardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,minutillus,,,,,Chrysococcyx minutillus cleis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,minutillus,,,,,Chrysococcyx minutillus crassirostris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,minutillus,,,,,Chrysococcyx minutillus jungei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,minutillus,,,,,Chrysococcyx minutillus minutillus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,minutillus,,,,,Chrysococcyx minutillus misoriensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,minutillus,,,,,Chrysococcyx minutillus peninsularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,minutillus,,,,,Chrysococcyx minutillus poecilurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,minutillus,,,,,Chrysococcyx minutillus rufomerus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,minutillus,,,,,Chrysococcyx minutillus russatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,minutillus,,,,,Chrysococcyx minutillus salvadorii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysococcyx,,,,,Chrysococcyx osculans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysococcyx,,,,,Chrysococcyx ruficollis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysococcyx,,,,,Chrysococcyx xanthorhynchus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,xanthorhynchus,,,,,Chrysococcyx xanthorhynchus amethystinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,xanthorhynchus,,,,,Chrysococcyx xanthorhynchus xanthorhynchus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysocolaptes,,,,,Chrysocolaptes erythrocephalus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysocolaptes,,,,,Chrysocolaptes festivus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,festivus,,,,,Chrysocolaptes festivus festivus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,festivus,,,,,Chrysocolaptes festivus tantus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysocolaptes,,,,,Chrysocolaptes guttacristatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,guttacristatus,,,,,Chrysocolaptes guttacristatus andrewsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,guttacristatus,,,,,Chrysocolaptes guttacristatus guttacristatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,guttacristatus,,,,,Chrysocolaptes guttacristatus indomalayicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,guttacristatus,,,,,Chrysocolaptes guttacristatus socialis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysocolaptes,,,,,Chrysocolaptes haematribon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysocolaptes,,,,,Chrysocolaptes lucidus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,lucidus,,,,,Chrysocolaptes lucidus lucidus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,lucidus,,,,,Chrysocolaptes lucidus montanus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,lucidus,,,,,Chrysocolaptes lucidus rufopunctatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysocolaptes,,,,,Chrysocolaptes stricklandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysocolaptes,,,,,Chrysocolaptes strictus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,strictus,,,,,Chrysocolaptes strictus kangeanensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,strictus,,,,,Chrysocolaptes strictus strictus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysocolaptes,,,,,Chrysocolaptes xanthocephalus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysocorythus,,,,,Chrysocorythus estherae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,estherae,,,,,Chrysocorythus estherae chaseni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,estherae,,,,,Chrysocorythus estherae estherae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,estherae,,,,,Chrysocorythus estherae mindanensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,estherae,,,,,Chrysocorythus estherae renatae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,estherae,,,,,Chrysocorythus estherae vanderbilti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysolampis,,,,,Chrysolampis mosquitus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysolophus,,,,,Chrysolophus amherstiae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysolophus,,,,,Chrysolophus pictus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysomma,,,,,Chrysomma altirostre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,altirostre,,,,,Chrysomma altirostre altirostre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,altirostre,,,,,Chrysomma altirostre griseigulare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,altirostre,,,,,Chrysomma altirostre scindicum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysomma,,,,,Chrysomma poecilotis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysomma,,,,,Chrysomma sinense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,sinense,,,,,Chrysomma sinense hypoleucum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,sinense,,,,,Chrysomma sinense nasale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,sinense,,,,,Chrysomma sinense saturatius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,sinense,,,,,Chrysomma sinense sinense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysomus,,,,,Chrysomus icterocephalus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,icterocephalus,,,,,Chrysomus icterocephalus bogotensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,icterocephalus,,,,,Chrysomus icterocephalus icterocephalus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysomus,,,,,Chrysomus ruficapillus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,ruficapillus,,,,,Chrysomus ruficapillus frontalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,ruficapillus,,,,,Chrysomus ruficapillus ruficapillus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysophlegma,,,,,Chrysophlegma flavinucha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,flavinucha,,,,,Chrysophlegma flavinucha flavinucha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,flavinucha,,,,,Chrysophlegma flavinucha korinchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,flavinucha,,,,,Chrysophlegma flavinucha mystacale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,flavinucha,,,,,Chrysophlegma flavinucha pierrei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,flavinucha,,,,,Chrysophlegma flavinucha ricketti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,flavinucha,,,,,Chrysophlegma flavinucha styani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,flavinucha,,,,,Chrysophlegma flavinucha wrayi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysophlegma,,,,,Chrysophlegma mentale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,mentale,,,,,Chrysophlegma mentale humii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,mentale,,,,,Chrysophlegma mentale mentale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,220,,,Chrysophlegma,,,,,Chrysophlegma miniaceum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,miniaceum,,,,,Chrysophlegma miniaceum malaccense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,miniaceum,,,,,Chrysophlegma miniaceum miniaceum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,miniaceum,,,,,Chrysophlegma miniaceum niasense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,230,,,miniaceum,,,,,Chrysophlegma miniaceum perlutum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
